tract_name,pop_total,pop_total_25plus,median_household_income,median_inc_2544,median_inc_4564,pop_white_m_15-17,pop_white_m_18-19,pop_white_f_15-17,pop_white_f_18-19,pop_black_m_15-17,pop_black_m_18-19,pop_black_f_15-17,pop_black_f_18-19,pop_amerindian_m_15-17,pop_amerindian_m_18-19,pop_amerindian_f_15-17,pop_amerindian_f_18-19,pop_asian_m_15-17,pop_asian_m_18-19,pop_asian_f_15-17,pop_asian_f_18-19,pop_nativehawaii_m_15-17,pop_nativehawaii_m_18-19,pop_nativehawaii_f_15-17,pop_nativehawaii_f_18-19,pop_otherrace_m_15-17,pop_otherrace_m_18-19,pop_otherrace_f_15-17,pop_otherrace_f_18-19,pop_tworaces_m_15-17,pop_tworaces_m_18-19,pop_tworaces_f_15-17,pop_tworaces_f_18-19,pop_hispanic_m_15-17,pop_hispanic_m_18-19,pop_hispanic_f_15-17,pop_hispanic_f_18-19,fips_state_code,fips_county_code,tract
"Census Tract 5001, Grainger County, Tennessee",3937,2668,33810,59375,27083,34,103,108,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,47,057,500100
"Census Tract 217.52, Shelby County, Tennessee",4747,3198,59986,58085,67461,0,0,0,0,61,9,98,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,8,8,47,157,021752
"Census Tract 217.54, Shelby County, Tennessee",4540,2830,50229,42365,56964,35,0,0,0,135,19,79,34,0,0,0,0,0,0,0,0,0,0,0,0,51,0,29,14,0,0,0,0,51,0,34,14,47,157,021754
"Census Tract 501, Lauderdale County, Tennessee",3897,3145,36007,35714,37228,21,14,36,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,47,097,050100
"Census Tract 506, Lauderdale County, Tennessee",1895,1386,29858,27542,35577,17,4,30,2,6,7,12,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,097,050600
"Census Tract 502, Lauderdale County, Tennessee",3295,2233,38235,39226,42255,26,34,8,38,10,2,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,47,097,050200
"Census Tract 503, Lauderdale County, Tennessee",2771,1810,42500,59922,44659,79,45,51,58,15,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,47,097,050300
"Census Tract 504, Lauderdale County, Tennessee",3320,2237,40662,50063,54306,76,0,39,18,33,21,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,097,050400
"Census Tract 9606, Lawrence County, Tennessee",2223,1672,38583,69531,37375,42,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,099,960600
"Census Tract 9601, Lawrence County, Tennessee",4352,2869,45299,47892,47297,122,41,88,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,47,099,960100
"Census Tract 9609, Lawrence County, Tennessee",1856,1313,43750,44750,57109,36,18,56,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,099,960900
"Census Tract 9603, Lawrence County, Tennessee",6729,3422,39940,44063,44911,74,115,239,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,39,0,47,099,960300
"Census Tract 9602, Lawrence County, Tennessee",2582,1784,44435,44524,51300,32,12,87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,47,099,960200
"Census Tract 9607, Lawrence County, Tennessee",3916,2819,47865,52596,63750,105,25,68,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,47,099,960700
"Census Tract 9608, Lawrence County, Tennessee",3551,2473,46667,56712,55469,187,22,11,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,099,960800
"Census Tract 1, Madison County, Tennessee",3489,2413,48576,40195,57232,0,16,20,0,5,24,37,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,47,113,000100
"Census Tract 5, Madison County, Tennessee",4033,1858,16930,16164,17804,0,52,0,73,52,146,155,153,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,47,113,000500
"Census Tract 7, Madison County, Tennessee",2434,1422,23690,27083,25347,11,37,2,39,13,53,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,47,113,000700
"Census Tract 11, Madison County, Tennessee",851,563,17600,16792,25804,0,0,0,0,9,0,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,113,001100
"Census Tract 14.02, Madison County, Tennessee",2285,1632,55083,64355,69500,40,5,18,5,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,113,001402
"Census Tract 15.02, Madison County, Tennessee",6249,4507,55554,54693,67969,170,95,53,0,0,29,61,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,47,113,001502
"Census Tract 16.05, Madison County, Tennessee",2784,1098,48125,48875,87778,22,93,7,249,9,25,20,50,0,8,0,0,0,5,0,2,0,0,0,0,0,0,0,7,0,6,29,7,0,0,20,7,47,113,001605
"Census Tract 16.06, Madison County, Tennessee",10196,7207,54706,62076,65951,34,0,68,181,164,0,42,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,47,113,001606
"Census Tract 16.09, Madison County, Tennessee",1670,1175,71058,113125,71375,35,21,53,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,47,113,001609
"Census Tract 17, Madison County, Tennessee",1493,1115,51378,52438,57917,9,9,12,15,14,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,113,001700
"Census Tract 8, Madison County, Tennessee",1600,1143,14500,-666666666,13438,0,0,0,0,22,75,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,113,000800
"Census Tract 9, Madison County, Tennessee",2279,1419,19628,15648,29219,0,33,29,0,41,0,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,113,000900
"Census Tract 9611, Crockett County, Tennessee",4108,2742,34173,47500,34539,42,48,60,7,18,56,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,7,0,4,0,22,28,0,0,47,033,961100
"Census Tract 9612, Crockett County, Tennessee",1948,1386,35060,50114,58182,16,30,73,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,47,033,961200
"Census Tract 9614, Crockett County, Tennessee",3999,2510,45582,42264,51979,82,0,12,10,30,4,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,17,0,34,0,0,47,033,961400
"Census Tract 9602, Lake County, Tennessee",2522,1713,35000,35795,38235,36,42,31,5,25,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,5,0,0,0,47,095,960200
"Census Tract 9601, Lake County, Tennessee",5066,3953,30640,22031,31848,37,33,21,20,21,36,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,47,095,960100
"Census Tract 24, Knox County, Tennessee",4365,2584,26533,31714,27188,13,12,47,59,34,34,78,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,12,0,0,0,14,0,0,47,093,002400
"Census Tract 33, Knox County, Tennessee",2005,1603,82500,86719,85714,17,6,15,5,16,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,7,14,0,0,0,0,0,47,093,003300
"Census Tract 47, Knox County, Tennessee",4054,2836,52746,51738,71970,27,69,91,61,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,47,093,004700
"Census Tract 51, Knox County, Tennessee",6611,4646,77083,83158,96313,248,120,90,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,005100
"Census Tract 52.01, Knox County, Tennessee",6680,4615,59338,75259,67969,49,33,28,50,0,12,0,0,0,0,0,0,56,0,37,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,47,093,005201
"Census Tract 58.03, Knox County, Tennessee",2838,2035,69338,112361,68750,34,11,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,005803
"Census Tract 61.02, Knox County, Tennessee",5308,3724,52000,49443,59667,131,81,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,006102
"Census Tract 62.03, Knox County, Tennessee",5123,3316,54175,63780,65705,89,71,208,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,006203
"Census Tract 16, Knox County, Tennessee",2939,2315,31656,51912,30600,18,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,47,093,001600
"Census Tract 22, Knox County, Tennessee",3561,2500,34474,42500,39375,80,0,69,86,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,47,093,002200
"Census Tract 408.10, Rutherford County, Tennessee",2536,1701,56094,61250,75368,56,17,49,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,47,149,040810
"Census Tract 409.01, Rutherford County, Tennessee",3208,2133,63692,71000,70147,52,12,64,28,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,47,149,040901
"Census Tract 10, Putnam County, Tennessee",3750,2670,49471,52313,54286,61,7,91,29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,141,001000
"Census Tract 602, Sequatchie County, Tennessee",4214,3058,64813,73162,65583,94,12,57,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,18,21,0,0,0,0,0,47,153,060200
"Census Tract 804, Sevier County, Tennessee",7332,5184,43578,43591,31869,78,103,90,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,47,155,080400
"Census Tract 803, Sevier County, Tennessee",4999,3565,41250,48750,52361,151,40,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,47,155,080300
"Census Tract 810, Sevier County, Tennessee",6318,4810,38701,34115,39435,60,12,184,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,155,081000
"Census Tract 805, Sevier County, Tennessee",5361,3797,33974,29560,54702,116,51,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,59,0,0,47,155,080500
"Census Tract 1102, Stewart County, Tennessee",5743,4012,44792,48454,52475,73,67,84,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,161,110200
"Census Tract 1106, Stewart County, Tennessee",2732,2069,39459,46339,45625,50,23,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,0,0,0,0,47,161,110600
"Census Tract 9624, Carroll County, Tennessee",2590,1879,53250,70753,61250,61,22,47,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,017,962400
"Census Tract 9620, Carroll County, Tennessee",4391,2953,31078,47631,31058,77,79,78,39,6,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,47,017,962000
"Census Tract 9621, Carroll County, Tennessee",6525,4461,38343,41122,55612,62,64,174,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,47,017,962100
"Census Tract 9623, Carroll County, Tennessee",4269,3096,42837,53615,50561,111,18,56,24,20,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,0,8,0,4,47,017,962300
"Census Tract 9625, Carroll County, Tennessee",1942,1325,37667,37292,41875,36,37,26,77,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,47,017,962500
"Census Tract 9702, Chester County, Tennessee",5808,2911,37433,49844,50278,73,170,33,323,30,11,65,71,0,8,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,47,023,970200
"Census Tract 9703, Chester County, Tennessee",5111,3628,51929,71335,56755,137,98,159,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,023,970300
"Census Tract 9701, Chester County, Tennessee",6178,4324,42474,53159,56050,102,33,103,70,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,28,0,30,0,0,0,47,023,970100
"Census Tract 103.02, Davidson County, Tennessee",2023,1392,44832,44653,48750,3,21,9,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,47,037,010302
"Census Tract 112, Davidson County, Tennessee",4009,3221,53949,69844,53030,0,0,35,0,55,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,25,0,0,0,4,0,47,037,011200
"Census Tract 104.02, Davidson County, Tennessee",6219,3817,26151,37616,25061,27,35,35,15,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,15,0,26,54,0,0,0,0,15,0,26,54,47,037,010402
"Census Tract 105.02, Davidson County, Tennessee",5424,3847,58800,62336,58869,57,18,132,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,010502
"Census Tract 109.04, Davidson County, Tennessee",3087,1973,22725,28750,21098,0,0,0,0,45,11,69,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,010904
"Census Tract 113, Davidson County, Tennessee",5683,3961,39194,42955,39461,44,14,26,0,14,50,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,28,0,34,25,7,0,47,037,011300
"Census Tract 137, Davidson County, Tennessee",5904,3561,26573,41385,-666666666,0,19,5,35,27,19,136,114,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,47,037,013700
"Census Tract 142, Davidson County, Tennessee",2382,1059,21395,24223,19067,0,75,0,95,32,89,50,99,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,47,037,014200
"Census Tract 148, Davidson County, Tennessee",3421,1917,9258,13329,2499,0,0,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,014800
"Census Tract 156.10, Davidson County, Tennessee",9345,6462,66300,71166,80508,54,0,82,10,14,0,22,31,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,10,0,0,47,037,015610
"Census Tract 156.14, Davidson County, Tennessee",4547,2824,53603,42474,65455,20,0,15,0,36,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,0,28,88,26,47,037,015614
"Census Tract 160, Davidson County, Tennessee",1077,785,35563,42019,35000,0,0,0,4,0,22,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,016000
"Census Tract 170, Davidson County, Tennessee",3710,1995,87674,113125,62404,8,87,14,71,0,22,37,35,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,47,037,017000
"Census Tract 171, Davidson County, Tennessee",2342,1800,67500,81094,105813,17,9,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,017100
"Census Tract 174.01, Davidson County, Tennessee",2482,1683,45230,47000,46307,5,5,0,0,9,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,17,0,0,0,0,0,0,26,33,19,17,47,037,017401
"Census Tract 185, Davidson County, Tennessee",4849,3511,137561,144500,156838,92,38,92,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,018500
"Census Tract 187, Davidson County, Tennessee",3183,2339,149167,218750,157083,67,10,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,018700
"Census Tract 191.09, Davidson County, Tennessee",5803,3636,43397,40349,50768,35,18,33,8,0,43,60,7,0,0,0,0,0,24,20,0,0,0,0,0,0,0,0,0,0,0,9,0,17,18,30,0,47,037,019109
"Census Tract 191.12, Davidson County, Tennessee",4852,3186,64046,64625,65714,35,10,24,32,40,0,18,10,0,0,0,0,0,0,43,0,0,0,0,0,10,0,14,0,0,0,0,0,10,23,50,30,47,037,019112
"Census Tract 103.01, Davidson County, Tennessee",3711,2765,50183,54519,50104,25,30,52,0,32,9,83,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,47,037,010301
"Census Tract 104.01, Davidson County, Tennessee",5043,3027,43858,45284,44324,18,26,8,64,0,0,111,62,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,19,0,20,32,38,47,037,010401
"Census Tract 110.02, Davidson County, Tennessee",2544,1756,39722,46065,50759,26,4,27,5,38,8,53,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,47,037,011002
"Census Tract 143, Davidson County, Tennessee",1860,1261,31136,37105,29492,0,0,0,5,37,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,47,037,014300
"Census Tract 154.02, Davidson County, Tennessee",4640,3437,61971,60536,65862,8,3,15,27,0,0,0,68,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,45,59,31,0,47,037,015402
"Census Tract 154.05, Davidson County, Tennessee",5106,3548,56228,60568,68529,22,0,8,62,0,18,0,53,0,0,0,0,26,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,4,47,037,015405
"Census Tract 155.02, Davidson County, Tennessee",3956,2851,38767,49397,37500,23,14,23,3,81,3,73,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,47,037,015502
"Census Tract 156.15, Davidson County, Tennessee",5463,3106,41563,35365,68095,23,14,13,0,32,68,41,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,11,14,0,0,66,19,98,19,47,037,015615
"Census Tract 156.18, Davidson County, Tennessee",5850,3902,49849,50665,55754,31,0,10,17,141,132,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,55,0,15,0,47,037,015618
"Census Tract 9652, Obion County, Tennessee",2210,1647,50071,57813,51964,30,13,43,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,131,965200
"Census Tract 9657, Obion County, Tennessee",4652,3263,40455,58608,44554,72,0,80,35,0,76,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,131,965700
"Census Tract 9650, Obion County, Tennessee",4353,3115,36167,33047,62857,87,51,74,41,8,12,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,131,965000
"Census Tract 9654, Obion County, Tennessee",4376,3014,38793,38750,46875,96,61,117,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,11,0,0,0,10,0,47,131,965400
"Census Tract 9659, Obion County, Tennessee",1222,920,36492,35208,54306,0,0,42,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,47,131,965900
"Census Tract 9651, Obion County, Tennessee",2225,1591,47778,50750,54338,12,30,54,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,131,965100
"Census Tract 9655, Obion County, Tennessee",2351,1672,32770,35885,41307,49,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,12,0,0,47,131,965500
"Census Tract 9656, Obion County, Tennessee",3959,2357,24718,29073,23214,21,44,37,0,23,21,28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,0,0,0,7,28,20,24,47,131,965600
"Census Tract 9751, Rhea County, Tennessee",5180,3542,54158,87891,51473,77,32,101,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0,47,143,975100
"Census Tract 9753, Rhea County, Tennessee",5761,3987,28996,28860,28015,154,89,71,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,17,0,0,0,0,0,18,29,17,0,47,143,975300
"Census Tract 9752, Rhea County, Tennessee",6180,4246,48716,56607,48723,151,57,77,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,47,143,975200
"Census Tract 9750, Rhea County, Tennessee",4843,3554,34710,29982,43281,66,27,55,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,143,975000
"Census Tract 9752, Scott County, Tennessee",6520,4286,34423,34259,36283,103,74,105,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,47,151,975200
"Census Tract 9753, Scott County, Tennessee",2244,1446,29315,35000,35313,29,13,40,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,47,151,975300
"Census Tract 9750, Scott County, Tennessee",3956,2693,27642,35313,26618,115,15,117,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,47,151,975000
"Census Tract 9751, Scott County, Tennessee",6540,4451,32561,34924,39744,178,105,109,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,151,975100
"Census Tract 9754, Scott County, Tennessee",2689,2001,38611,37176,48036,50,32,79,93,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,151,975400
"Census Tract 409, Tipton County, Tennessee",1680,1267,50069,74600,52222,20,11,30,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,167,040900
"Census Tract 408, Tipton County, Tennessee",4008,2704,76993,84615,98077,64,14,67,72,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,47,167,040800
"Census Tract 403.02, Tipton County, Tennessee",9805,6550,87180,86532,105078,107,111,263,68,0,0,55,84,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,47,167,040302
"Census Tract 404, Tipton County, Tennessee",3091,1991,43523,47222,41971,151,66,49,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,167,040400
"Census Tract 405, Tipton County, Tennessee",6687,4165,56212,58491,76280,149,89,152,127,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,47,167,040500
"Census Tract 406.01, Tipton County, Tennessee",4835,3265,40109,34057,45274,9,22,62,19,13,0,58,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,47,167,040601
"Census Tract 402, Tipton County, Tennessee",1794,1246,45478,66875,46650,41,3,42,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,47,167,040200
"Census Tract 406.02, Tipton County, Tennessee",3382,2305,50179,64774,33098,17,0,8,9,114,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,47,167,040602
"Census Tract 407, Tipton County, Tennessee",4699,3066,26308,26150,26917,17,14,18,0,25,13,64,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,47,167,040700
"Census Tract 401, Tipton County, Tennessee",5043,3448,52125,44712,71012,67,26,115,99,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47,167,040100
"Census Tract 410, Tipton County, Tennessee",2536,1705,43542,38533,51406,18,7,12,0,33,18,53,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,167,041000
"Census Tract 204, Anderson County, Tennessee",4346,3120,33125,23250,31125,121,72,60,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,47,001,020400
"Census Tract 206, Anderson County, Tennessee",2623,1888,61964,59250,105536,42,12,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,47,001,020600
"Census Tract 209.02, Anderson County, Tennessee",6104,4495,55429,60238,72656,112,44,175,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,47,001,020902
"Census Tract 205, Anderson County, Tennessee",3716,2394,34799,35625,33603,52,11,25,9,15,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,19,48,0,10,0,0,17,0,47,001,020500
"Census Tract 211, Anderson County, Tennessee",3923,3060,62992,72250,74821,109,7,63,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,47,001,021100
"Census Tract 212.02, Anderson County, Tennessee",5261,3853,34265,49870,32721,49,51,44,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,47,001,021202
"Census Tract 201, Anderson County, Tennessee",3081,1983,33872,22336,41650,0,19,40,38,0,16,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,51,0,0,13,0,0,0,0,47,001,020100
"Census Tract 212.01, Anderson County, Tennessee",5164,3735,46768,67083,51136,155,48,61,31,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,001,021201
"Census Tract 209.01, Anderson County, Tennessee",5841,4381,46752,61622,64395,90,66,161,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,47,001,020901
